platform,totalShows,movies,series,subscribers_mil,revenue_bil,genre,genre_count,market_share_pct,yearly_growth_count,originalContent_pct,userRating,criticalAcclaim_pct,globalReach_pct,contentDiversity_pct,dailyActiveUsers_mil,avgWatchTime_hrs,retention_pct,satisfaction_rating,ageGroup,ageGroup_pct,country,country_rating,country_subscribers,avgBudget_mil,originalBudget_mil,totalSpend_bil,month,monthly_releases,avgWatchTimeByGenre_mins
Disney+,5609,9073,2139,69,9.69,Horror,913,43.63,15295,89.07,8.96,66,90,91,71,4.49,96,3.17,18-24,27,Germany,7.1,67914887,13.01,12.6,6.79,Apr,43,72
Netflix,15688,13159,4833,183,31.28,Horror,1478,46.31,12923,82.71,8.57,79,96,75,55,3.77,88,3.65,55+,9,United Kingdom,7.47,21833256,15.28,25.63,9.78,Dec,37,59
Disney+,10850,1329,2184,58,4.2,Comedy,323,19.09,15523,73.25,8.15,54,87,77,80,1.51,81,4.68,18-24,17,Brazil,7.41,49398326,6.64,10.93,8.79,Jul,10,56
Amazon Prime,1208,7079,2797,207,9.36,Drama,583,57.67,16458,80.36,6.78,90,75,77,90,3.73,94,3.75,45-54,19,South Korea,8.68,68218709,5.58,12.27,13.65,Apr,22,26
Netflix,9108,1381,3909,34,20.93,Comedy,1871,21.33,6367,92.67,6.71,57,95,66,97,3.69,94,4.53,55+,10,Canada,7.25,39073947,6.78,24.63,16.9,Jan,42,61
Netflix,6392,4125,523,59,1.34,Romance,324,5.11,11420,81.31,6.03,74,82,78,61,4.33,76,3.34,55+,31,India,7.14,5706474,16.38,21.65,16.33,Feb,15,49
Netflix,1992,5825,3884,75,25.57,Animation,602,19.28,7327,78.44,9.01,64,92,82,94,1.64,93,3.35,25-34,12,Australia,7.19,71523501,5.24,20.62,13.77,Jan,12,71
Disney+,5875,7452,3368,130,23.31,Animation,1831,14.53,13728,69.38,7.04,60,88,79,93,1.59,100,4.79,25-34,17,Brazil,7.37,38400259,17.46,11.65,16.38,Mar,12,72
Amazon Prime,2055,3382,2976,16,26.85,Horror,713,26.04,5668,75.48,7.89,81,70,69,63,3.02,97,4.17,45-54,34,United States,7.68,60206263,17.35,19.53,15.25,Jan,15,33
Amazon Prime,13578,12256,1709,105,10.3,Animation,634,57.9,12441,83.1,8.39,66,87,95,62,2.32,96,3.48,55+,11,Japan,7.42,19049077,18.58,18.94,6.68,Dec,45,52
Disney+,1865,7736,2701,230,22.14,Drama,858,10.95,14224,92.45,6.75,52,73,89,87,2.12,93,4.83,55+,8,Germany,7.29,71791908,16.04,15.35,6.28,Nov,55,64
Netflix,12790,3048,1108,210,31.43,Animation,155,7.59,13521,92.89,9.0,84,72,97,86,3.25,92,4.46,25-34,11,Germany,8.36,32418727,10.69,21.5,12.18,Jul,17,36
Disney+,13317,3560,4385,15,29.7,Drama,675,42.07,12888,79.64,6.05,51,71,92,85,4.05,91,4.79,25-34,16,United States,7.82,30902565,10.06,25.26,5.15,Jun,29,62
Netflix,15257,10578,1482,121,20.5,Horror,1607,26.12,7450,75.94,8.43,64,83,91,54,1.75,87,3.22,45-54,32,Brazil,8.05,71221303,10.94,26.41,16.35,Mar,43,69
Amazon Prime,2588,13750,1098,77,14.28,Action,517,8.35,3355,93.54,8.36,68,81,93,86,4.16,80,3.16,55+,10,Canada,8.99,54230075,12.07,14.1,8.95,Jul,22,68
Disney+,12164,10819,1177,3,32.05,Action,565,26.27,1217,80.52,8.69,60,84,85,58,3.47,89,4.66,35-44,11,United States,7.52,70642823,15.41,20.78,8.28,Sep,21,30
Netflix,15629,12310,2736,43,12.59,Action,514,45.19,7083,60.72,6.44,64,73,71,83,3.61,78,4.53,35-44,35,Brazil,8.29,22001326,5.61,21.04,14.78,Jul,50,48
Disney+,15891,4658,4522,160,5.71,Documentary,1919,8.53,12076,71.48,8.09,69,98,72,76,1.35,86,3.82,35-44,26,Japan,8.82,4549188,5.79,10.34,16.61,Jul,47,53
Netflix,11945,11449,1162,84,8.63,Animation,1041,30.0,10104,79.37,7.18,73,88,77,75,2.63,87,3.92,25-34,30,United States,7.8,74377698,7.35,16.47,6.7,Dec,43,72
Amazon Prime,12972,6025,1026,113,27.9,Animation,1256,41.15,8999,70.3,9.2,71,99,81,96,2.7,93,3.63,25-34,16,United Kingdom,8.38,35738355,14.6,18.39,17.06,Jun,52,25
Amazon Prime,16783,11601,1835,155,23.04,Horror,789,31.96,17312,63.34,6.24,86,93,96,51,4.31,99,3.17,45-54,35,United States,7.36,65915364,18.28,22.38,19.74,Mar,40,54
Disney+,9972,6400,4312,49,12.5,Horror,543,35.93,12095,67.62,9.29,59,76,66,62,1.14,91,3.39,45-54,32,France,8.13,45882869,10.69,11.06,14.39,Mar,5,35
Netflix,7349,7789,4990,3,2.61,Romance,1668,42.06,13247,91.59,8.17,72,71,99,95,3.78,98,4.61,25-34,11,United States,7.9,55113399,16.12,17.97,10.03,Sep,52,50
Disney+,2110,8552,1277,47,27.52,Comedy,1711,58.49,11597,79.03,6.93,70,80,62,64,3.74,76,3.2,25-34,27,Japan,7.5,22762701,6.72,15.87,13.74,Oct,36,64
Netflix,1108,2412,2838,112,11.53,Horror,297,34.76,13749,79.01,6.71,90,85,77,85,2.2,85,3.28,25-34,20,Canada,8.29,16414610,13.84,25.28,12.5,Mar,32,55
Amazon Prime,12590,13607,3888,111,12.34,Documentary,679,42.63,15841,61.13,8.04,62,100,72,84,3.98,83,3.59,45-54,20,Brazil,7.04,10496162,9.1,11.07,8.17,Jun,53,50
Netflix,8909,7578,4590,100,19.83,Horror,593,56.47,6940,66.23,6.2,84,78,76,70,1.13,85,4.89,45-54,10,United States,7.01,17626143,9.13,13.28,14.36,May,14,62
Netflix,3860,6226,1281,151,28.78,Romance,1508,43.27,9017,79.93,8.73,68,88,71,67,1.74,74,4.04,45-54,16,Japan,7.14,73643632,11.05,21.77,7.21,Jun,11,29
Amazon Prime,11431,14226,4496,59,0.53,Horror,1032,29.4,12484,79.8,8.05,59,75,69,68,2.39,90,4.73,25-34,32,Germany,8.24,60911144,16.08,18.0,5.43,May,16,59
Amazon Prime,14886,7964,777,72,19.43,Drama,1436,37.43,9413,78.86,6.45,74,96,89,63,1.88,82,3.65,45-54,27,France,7.07,32233636,5.63,15.78,19.0,Sep,35,68
Amazon Prime,6120,9327,2455,155,34.18,Comedy,497,33.33,9973,87.03,8.02,55,89,95,92,1.51,76,3.8,55+,26,France,8.5,16296446,7.4,20.4,13.94,Jan,35,35
Disney+,10043,5211,2172,123,25.34,Documentary,292,42.4,7847,87.04,8.69,51,75,98,77,3.88,99,4.75,18-24,23,India,7.21,50255356,18.07,23.81,19.17,Dec,49,75
Disney+,13049,12983,627,97,34.83,Horror,1736,43.0,11611,71.98,7.68,59,82,78,94,4.37,75,4.72,55+,7,Germany,7.77,72380930,14.57,11.22,17.78,Jul,15,71
Amazon Prime,16783,1362,2112,92,34.91,Horror,1930,44.89,11163,66.05,6.74,64,84,75,81,1.37,86,3.14,55+,14,South Korea,8.14,72305225,15.33,24.32,16.99,Jun,18,50
Netflix,4582,6116,491,51,0.94,Drama,142,57.67,10109,81.82,8.02,56,78,76,54,1.64,74,4.79,18-24,19,Canada,8.29,43894260,7.07,10.85,9.75,May,38,66
Disney+,11145,13613,1927,71,24.7,Action,540,17.52,3683,90.35,7.18,61,74,70,88,3.4,94,4.38,45-54,15,India,7.66,16082006,12.58,10.02,16.26,May,32,66
Netflix,15339,6462,4077,178,27.98,Action,762,40.7,8397,93.62,7.25,56,73,83,87,1.34,92,4.17,18-24,23,United Kingdom,7.91,20947364,7.69,17.37,8.73,Mar,19,62
Netflix,7233,2270,3170,217,2.35,Action,1805,34.74,12325,71.81,6.68,62,89,97,100,3.86,73,3.38,18-24,30,India,8.26,18972263,10.7,26.51,6.99,Feb,31,73
Amazon Prime,10161,7225,2142,163,10.78,Animation,546,8.13,15045,68.83,8.36,80,76,90,53,2.91,82,3.05,18-24,32,South Korea,8.91,60183914,16.41,10.04,8.98,Nov,51,68
Netflix,4239,14662,3392,160,22.48,Horror,903,39.76,5421,91.19,7.42,75,81,82,51,3.06,93,3.59,25-34,34,United States,7.73,32731938,16.16,17.58,8.77,Mar,13,61
Amazon Prime,10484,7287,365,204,34.92,Horror,1087,7.86,17894,61.77,8.1,85,89,87,82,3.63,95,4.84,35-44,34,India,7.31,27482044,19.6,19.1,15.35,Oct,52,62
Disney+,12212,14508,1373,115,9.24,Horror,1339,32.33,10922,94.53,6.26,50,90,98,51,1.18,96,3.18,55+,35,India,8.25,33353657,8.92,17.1,6.41,Mar,28,42
Amazon Prime,9690,6748,4366,185,3.69,Romance,1342,60.0,6088,64.17,6.69,87,82,62,91,3.53,83,3.72,55+,8,United States,7.1,73737555,13.83,25.63,17.1,Jan,40,72
Amazon Prime,16599,5331,1099,112,24.16,Animation,1974,9.45,14178,83.08,9.21,56,85,80,97,1.37,88,4.49,35-44,7,United Kingdom,8.28,67429893,5.2,26.88,15.54,Jun,11,66
Amazon Prime,7215,13509,2144,50,21.86,Drama,838,9.45,1138,61.39,7.56,50,88,69,83,3.75,88,3.2,18-24,24,Brazil,8.31,40851947,15.41,13.68,14.29,Mar,23,62
Amazon Prime,2216,13371,4692,90,19.1,Drama,610,9.32,8028,77.9,8.18,79,83,85,98,3.49,95,4.02,25-34,33,Germany,7.05,36706481,7.73,22.6,19.95,Oct,32,53
Amazon Prime,1984,10542,4105,102,25.47,Comedy,912,12.4,4409,66.58,6.41,69,77,86,59,3.06,83,3.43,18-24,28,United States,8.68,16923145,19.59,28.45,18.34,Jul,11,27
Disney+,16392,12976,4055,120,27.05,Drama,1947,47.67,3839,94.78,7.33,87,77,77,83,3.13,80,3.12,45-54,20,Germany,7.5,14284456,19.06,11.77,6.54,Feb,51,39
Amazon Prime,8484,11422,2855,169,28.47,Drama,1539,30.62,15834,82.08,8.69,52,95,71,76,4.01,81,3.29,18-24,15,France,7.56,29852545,18.1,26.19,16.25,Nov,31,31
Amazon Prime,11383,10807,3903,69,19.56,Animation,1298,46.75,5775,92.39,6.23,76,97,86,51,1.46,76,4.54,25-34,33,United Kingdom,7.47,68485563,19.17,11.03,7.96,Jan,13,32
Amazon Prime,5874,6980,2213,33,23.04,Horror,1882,37.01,17714,78.11,8.96,76,98,68,99,2.2,86,3.77,45-54,20,Australia,8.69,28293281,15.4,16.31,6.1,Sep,45,68
Disney+,15379,6762,3835,181,3.85,Drama,344,52.46,4451,87.62,8.18,66,90,67,52,2.67,88,3.07,55+,17,South Korea,8.43,36040306,15.49,28.99,14.11,Mar,42,56
Disney+,16058,14625,2431,33,5.51,Romance,1037,47.73,7713,88.71,8.81,80,70,78,82,2.95,77,4.78,55+,30,Japan,7.03,36010046,16.31,25.66,19.17,Jul,15,52
Netflix,10841,3032,3409,221,30.97,Documentary,1909,57.23,6317,84.07,7.55,60,99,98,81,2.22,73,4.56,18-24,6,Japan,7.51,63748712,6.27,25.76,9.29,Oct,52,56
Netflix,2928,3456,651,15,32.54,Animation,580,52.86,12724,86.19,6.6,54,89,70,93,2.07,77,3.95,35-44,9,France,8.4,66380783,5.98,29.01,15.25,Jan,30,72
Netflix,4231,10987,4129,37,1.62,Drama,443,5.03,3035,71.05,8.25,73,74,67,73,3.79,88,3.27,25-34,26,Germany,8.01,26149609,18.17,13.12,14.78,May,18,57
Amazon Prime,9239,8954,4750,50,18.23,Action,1245,17.98,16395,67.85,6.41,87,97,76,75,3.85,90,3.57,18-24,13,United States,8.89,19961509,14.94,10.58,18.58,Apr,12,53
Amazon Prime,9418,11767,3426,178,34.27,Comedy,115,18.74,7794,93.21,9.34,77,72,78,85,1.89,85,4.42,45-54,6,India,8.67,26505028,8.55,18.63,18.34,Sep,38,30
Netflix,14420,8273,1594,119,5.24,Comedy,1048,32.83,11032,92.91,8.68,83,99,94,98,2.2,99,3.83,18-24,9,South Korea,7.57,17367276,9.07,20.73,19.41,Oct,41,62
Netflix,8320,14672,3557,122,4.08,Animation,1113,38.03,11800,77.15,6.42,63,100,89,64,3.66,84,4.8,25-34,6,South Korea,8.8,55564766,17.85,13.15,6.16,Mar,5,58
Amazon Prime,12695,12104,4378,169,18.2,Drama,894,15.02,10650,92.22,6.26,82,70,63,82,2.81,98,3.04,25-34,26,India,8.34,61977397,14.65,28.66,17.31,Apr,50,43
Disney+,9352,2945,3165,89,30.24,Documentary,831,51.46,1442,76.88,9.24,87,88,85,68,3.66,92,3.88,25-34,22,Canada,7.3,66922759,8.1,16.07,5.16,May,34,32
Disney+,4019,4185,431,16,1.15,Animation,858,25.56,13728,87.12,9.36,86,94,87,52,1.39,80,3.6,55+,30,Germany,7.89,48381642,16.77,25.38,10.98,Sep,32,33
Netflix,3795,13212,635,122,8.42,Horror,263,34.55,11192,81.08,7.87,77,89,74,100,1.61,92,4.15,45-54,19,Japan,7.55,30576136,11.34,24.87,18.99,Mar,45,60
Disney+,8836,4557,3760,60,4.26,Action,1371,31.07,10144,79.6,8.32,85,86,95,64,2.23,98,4.8,18-24,17,France,8.64,35083749,16.12,28.74,12.83,Aug,41,42
Netflix,7990,11664,1179,33,29.5,Documentary,1147,38.59,17339,90.84,9.06,75,93,92,93,2.05,81,3.79,45-54,25,India,7.29,13160681,10.1,23.29,17.23,Nov,10,56
Disney+,7935,10436,4316,141,20.82,Documentary,1916,43.11,7581,93.28,8.1,78,99,96,56,1.43,70,3.82,55+,7,United States,7.46,55056436,13.7,23.28,9.08,May,15,58
Amazon Prime,14439,8048,3789,5,24.97,Animation,1273,14.19,17039,74.78,8.95,58,95,85,66,2.25,94,3.51,55+,19,South Korea,7.59,20629636,5.56,13.1,13.41,Sep,11,74
Amazon Prime,3979,3480,2885,226,25.94,Romance,469,10.06,1022,84.44,6.94,74,99,94,70,4.01,81,3.74,25-34,14,Japan,7.45,29145748,19.5,28.36,17.63,Sep,19,65
Netflix,4163,12595,2473,79,15.48,Romance,894,51.5,8595,68.23,9.45,78,74,89,61,4.18,98,4.47,25-34,9,Canada,7.75,59775907,17.47,14.38,6.69,Mar,15,40
Amazon Prime,13425,4950,3632,181,13.65,Romance,745,15.43,4432,93.32,6.8,81,77,63,88,2.87,79,3.38,18-24,30,Germany,8.91,41571277,17.36,26.82,16.28,Jul,30,49
Netflix,15304,2740,1419,152,34.33,Documentary,595,57.44,3062,84.59,7.22,85,87,92,84,2.89,78,3.66,18-24,32,France,8.21,62014168,10.12,22.48,8.11,Oct,29,61
Disney+,13241,10356,567,112,28.37,Drama,496,52.25,12631,68.18,9.47,58,91,67,58,4.05,73,3.06,55+,12,Brazil,8.86,73513162,17.23,20.34,13.19,Sep,9,45
Netflix,16080,4270,2389,82,3.38,Action,971,16.02,697,65.97,6.85,57,96,93,66,2.49,90,4.71,25-34,23,United States,7.91,74827208,16.85,22.62,5.6,Jul,16,66
Netflix,11495,13215,3547,16,6.07,Action,883,52.02,17172,94.36,7.7,86,77,65,97,1.08,99,4.53,18-24,8,Canada,8.4,45788379,13.49,15.04,6.4,Dec,39,45
Netflix,12924,14563,2858,209,14.7,Romance,609,31.36,14762,84.46,6.28,87,82,92,68,2.1,73,3.17,18-24,25,Australia,7.47,22102424,9.82,28.2,13.4,Feb,42,34
Amazon Prime,15293,8564,2106,183,6.51,Comedy,1581,17.45,7686,60.78,8.83,71,94,96,51,1.54,91,4.46,25-34,29,United Kingdom,7.23,28818826,9.73,22.85,12.28,Jul,41,50
Amazon Prime,12857,14672,4224,218,13.62,Drama,1584,44.36,9520,72.94,7.96,81,86,64,83,1.37,93,4.43,55+,6,United States,8.67,54178089,14.13,15.5,15.78,Mar,21,37
Netflix,13287,11390,3527,64,20.64,Drama,852,35.03,9528,92.51,8.92,69,91,90,76,2.55,94,3.4,35-44,13,Germany,8.79,44529130,19.27,23.4,17.49,Oct,16,30
Disney+,14385,14945,458,197,20.37,Romance,1892,28.51,7273,74.47,6.79,75,81,87,81,4.12,91,3.76,55+,23,India,8.24,68794733,7.47,25.78,8.54,Jan,29,44
Disney+,1098,11665,3830,22,31.4,Documentary,573,22.03,14357,90.96,8.28,71,79,97,73,3.15,70,4.8,35-44,11,United States,8.04,39152735,8.37,28.27,17.82,May,24,75
Disney+,2722,7476,1530,57,34.21,Horror,1272,53.71,11126,86.92,7.6,89,99,77,92,3.54,87,4.73,55+,10,India,8.64,48713990,17.03,22.24,8.0,Mar,14,49
Disney+,6804,7975,2264,96,7.14,Drama,440,46.33,6668,64.18,8.45,87,79,81,100,3.38,83,3.92,25-34,15,Germany,7.61,35041064,5.18,23.21,6.61,Jul,20,49
Amazon Prime,14984,12739,758,69,2.07,Drama,1978,33.07,7280,67.22,7.38,69,72,61,93,4.19,70,4.78,35-44,8,United Kingdom,8.63,12284868,8.45,12.44,15.25,Apr,39,66
Netflix,10596,11262,4994,178,24.16,Romance,1659,26.97,4402,81.06,6.31,89,78,70,69,3.69,96,3.57,18-24,27,India,7.5,27191735,18.41,11.74,18.55,Apr,7,53
Netflix,4459,8222,1490,155,29.65,Horror,1296,46.54,8955,90.35,9.36,78,96,100,64,3.29,86,4.56,35-44,31,France,8.0,62345150,11.11,15.03,9.02,Jan,29,63
Disney+,16801,9750,2725,222,26.17,Drama,1058,36.49,14912,82.94,7.27,79,94,90,55,3.29,82,5.0,35-44,26,France,8.51,14079156,18.43,14.39,7.03,May,50,58
Disney+,9533,1529,3756,86,2.33,Drama,810,22.75,10236,78.21,8.44,59,86,63,56,2.88,82,4.16,55+,27,Canada,7.83,19639123,12.88,14.1,12.53,Jun,45,62
Netflix,2552,9920,776,63,2.67,Animation,1172,53.29,5994,77.47,7.63,71,89,96,94,1.21,86,3.17,45-54,23,France,7.68,43170611,19.11,26.65,16.78,Mar,6,32
Disney+,15025,12496,3362,116,20.97,Animation,1921,35.08,16549,84.52,8.33,89,82,72,54,3.95,95,3.93,35-44,18,Japan,8.5,72521453,18.57,19.18,8.64,May,50,38
Netflix,16694,4695,3162,58,17.33,Drama,1917,52.75,16802,64.4,8.84,74,94,74,78,3.89,93,3.31,35-44,29,Brazil,7.73,13909924,10.9,11.12,15.8,Jul,8,32
Disney+,4776,5189,2760,82,24.78,Documentary,803,40.62,2524,84.57,9.24,81,93,73,83,1.56,86,3.68,18-24,12,Japan,7.4,67108499,7.04,10.66,13.47,Aug,48,63
Amazon Prime,4790,12097,1773,171,17.31,Documentary,1465,43.21,2716,67.12,8.92,67,82,83,63,3.18,90,4.03,25-34,7,United States,8.04,57402505,12.32,11.63,14.46,Jan,9,48
Amazon Prime,14991,1346,2328,138,28.52,Action,1042,27.6,2362,84.15,7.58,74,85,96,65,2.52,79,3.26,45-54,15,India,7.15,14799524,16.94,23.12,8.45,Nov,30,30
Amazon Prime,16444,10813,1519,68,10.92,Romance,606,47.43,13005,74.28,8.84,74,76,88,75,3.19,97,3.89,25-34,7,Germany,7.35,52782927,8.45,12.12,19.79,Apr,5,70
Disney+,5407,2533,310,205,4.11,Drama,275,40.89,1050,79.83,6.19,75,81,77,89,3.98,95,4.96,25-34,25,India,8.35,10767905,9.83,24.31,16.81,Apr,42,40
Disney+,16398,2231,1238,222,16.08,Documentary,1420,44.79,5954,68.19,6.12,57,79,96,54,1.19,72,4.32,25-34,10,United States,7.02,60374499,19.14,16.49,15.91,Aug,50,44
Disney+,7810,4810,3357,131,28.6,Animation,1130,55.13,11025,91.35,6.33,90,82,88,77,3.73,98,3.99,45-54,8,United States,8.61,66266044,18.96,16.59,12.36,Oct,37,58
Disney+,4624,1606,2376,139,27.84,Animation,1233,30.05,10786,88.57,9.33,74,86,82,100,1.93,80,4.42,45-54,24,South Korea,8.48,9055770,17.83,16.73,12.17,Apr,50,51
Netflix,6100,14498,4075,24,13.18,Documentary,115,11.28,10880,92.89,7.24,82,79,96,81,2.99,84,4.96,35-44,9,Australia,8.4,61056695,6.7,20.03,16.07,Aug,14,30
Netflix,12834,3852,2190,132,23.66,Documentary,336,24.58,12654,79.84,8.34,77,95,95,86,4.32,77,3.71,45-54,31,United Kingdom,7.28,24622895,6.75,21.04,13.77,Oct,52,28
Netflix,16333,14503,1682,85,3.09,Documentary,201,11.91,17248,68.64,7.4,72,80,72,82,3.09,85,4.58,45-54,29,South Korea,7.25,67665203,19.05,24.9,14.24,Dec,18,70
Disney+,3137,9507,429,103,4.81,Documentary,542,56.14,13118,67.89,6.21,81,94,73,61,3.55,73,3.28,25-34,31,Brazil,8.35,19835942,10.07,15.77,17.5,Jan,21,67
Amazon Prime,7418,7968,493,114,28.56,Drama,592,46.42,2006,77.74,6.64,74,78,74,65,2.38,75,4.3,18-24,26,United States,7.1,57631925,12.46,16.16,12.38,Sep,37,67
Amazon Prime,15618,6683,505,201,7.94,Drama,879,37.76,17624,63.29,8.79,79,86,74,95,3.49,89,4.54,18-24,5,Japan,8.95,35958810,10.51,17.22,10.2,Jun,31,27
Disney+,16355,6902,3525,37,2.07,Animation,463,51.02,5381,73.39,7.13,52,94,100,65,3.72,96,4.98,45-54,27,United Kingdom,8.13,54202194,6.03,15.07,14.18,May,52,60
Amazon Prime,14105,12034,4729,115,25.17,Drama,1512,39.97,13248,90.92,7.12,50,90,65,63,3.77,100,3.54,18-24,20,Australia,7.61,51267239,18.91,24.24,12.53,Jul,24,67
Disney+,11240,11594,4690,19,20.61,Drama,1402,28.99,16689,73.06,9.18,52,96,90,83,3.86,78,4.86,35-44,16,United States,7.88,17015914,6.1,16.93,9.0,Aug,34,35
Disney+,8931,9991,2411,57,13.39,Action,1077,14.89,13871,63.25,7.02,50,78,86,93,3.29,92,4.99,35-44,34,France,8.13,21792403,15.51,26.03,11.6,Jul,14,30
Disney+,12047,10184,1419,64,27.89,Horror,1742,27.91,9492,68.23,8.05,50,79,84,63,4.33,84,3.19,35-44,23,Australia,7.39,34268055,5.37,24.87,5.41,Oct,33,53
Disney+,14647,7344,2729,208,1.62,Documentary,1684,35.88,7798,82.48,7.43,54,89,82,90,3.17,84,4.95,35-44,7,India,8.74,60634078,15.26,26.71,19.12,Sep,20,57
Amazon Prime,5632,11124,3148,120,27.24,Animation,1363,40.88,1053,60.62,8.61,59,73,74,50,3.46,70,4.23,18-24,18,United Kingdom,7.38,9708651,5.79,28.61,12.88,Jul,36,25
Amazon Prime,10155,6901,1374,196,34.72,Comedy,1131,53.08,2889,67.34,8.07,90,84,98,96,2.79,81,3.9,55+,23,India,8.43,11072351,13.83,22.8,12.46,Feb,48,39
Disney+,2466,10746,4831,7,12.41,Animation,415,10.87,16336,85.01,6.84,50,73,64,95,1.45,73,3.58,25-34,32,United Kingdom,8.26,16317110,16.15,22.28,10.36,Mar,15,60
Amazon Prime,11998,12907,3527,29,15.13,Horror,452,25.97,6635,60.82,6.33,53,72,100,59,3.91,89,4.34,35-44,8,United States,7.09,46884054,17.12,13.83,16.06,Oct,40,40
Amazon Prime,5477,10486,2937,45,6.72,Drama,466,31.59,17268,91.38,6.3,85,100,90,81,3.78,87,4.45,45-54,6,France,7.77,13230824,16.67,26.4,16.19,Feb,23,54
Amazon Prime,15942,9606,2249,95,11.17,Animation,1009,23.06,559,70.61,8.44,67,78,75,81,2.63,74,4.33,25-34,11,Germany,7.78,51059653,16.41,24.03,5.88,Feb,14,61
Netflix,15148,4261,4925,198,7.43,Romance,1722,32.09,8707,65.12,7.93,78,90,63,92,2.43,96,3.84,18-24,18,India,7.62,18885980,11.63,25.19,6.74,Jul,8,33
Netflix,6896,10778,868,225,23.75,Animation,871,49.24,17989,77.79,7.3,65,71,84,89,2.29,80,3.74,25-34,28,South Korea,8.26,61405434,11.36,26.74,6.09,Oct,18,67
Disney+,16127,7600,4937,180,28.61,Comedy,865,57.65,8462,76.19,6.2,60,83,89,62,2.56,86,3.43,35-44,15,Japan,8.44,67164645,19.93,12.63,17.49,Jun,49,34
Amazon Prime,14524,11790,2948,100,24.09,Horror,1944,21.62,17696,65.81,9.24,87,71,84,74,4.33,89,3.44,55+,24,India,8.25,21733447,5.6,10.59,13.6,Jan,19,60
Disney+,10539,13697,1406,187,34.82,Romance,718,7.2,1584,74.45,8.4,64,82,99,88,2.69,77,3.94,35-44,22,Australia,7.49,7893027,8.38,26.59,6.83,Jan,25,63
Disney+,13247,7699,933,184,1.05,Romance,848,54.91,15370,81.98,8.98,79,87,72,83,4.16,80,3.21,55+,34,Japan,7.92,23579876,12.46,13.86,7.37,Jan,26,68
Disney+,9940,6966,1794,81,10.84,Drama,1547,43.74,5945,73.3,6.42,58,81,65,55,4.13,87,3.41,18-24,10,United States,8.61,52375486,6.28,29.74,14.63,Aug,21,49
Amazon Prime,15242,2439,1553,15,31.42,Action,304,8.86,1765,70.74,9.21,85,81,79,81,3.88,94,4.72,18-24,13,Australia,7.65,39919061,8.97,26.61,6.6,Jun,53,46
Disney+,2713,8598,4971,108,15.19,Horror,536,29.58,13467,80.18,8.93,69,86,71,50,1.49,75,3.95,35-44,23,South Korea,7.63,74516750,10.78,18.07,9.2,Jun,47,64
Amazon Prime,6452,9837,1333,76,14.96,Horror,1332,18.77,11072,80.66,7.58,56,85,98,67,1.71,91,4.08,18-24,26,France,7.94,67113831,11.76,15.26,19.95,Sep,43,75
Amazon Prime,8943,7249,1586,126,16.84,Action,562,37.92,13785,89.86,8.84,65,88,84,83,1.32,94,3.44,55+,18,India,7.81,69989917,13.99,26.59,14.64,Nov,22,61
Netflix,5295,12605,3028,163,6.94,Animation,684,27.68,6070,60.3,8.67,75,90,89,90,4.38,72,4.04,25-34,31,Australia,7.74,36506990,18.67,11.66,6.44,Jun,25,45
Disney+,7441,13296,3144,13,5.39,Horror,1285,42.15,2551,64.67,6.53,90,86,64,80,4.31,74,3.56,45-54,30,Germany,7.79,25809886,17.96,21.45,19.62,Jun,15,55
Netflix,2884,10676,4385,33,8.45,Drama,785,6.21,14238,93.39,9.26,80,82,98,90,1.28,81,4.59,55+,12,United States,8.25,47103833,8.47,29.61,15.16,Jul,24,75
Disney+,4797,10031,3440,174,28.72,Drama,311,33.56,13920,68.35,6.16,82,90,79,83,1.98,92,3.54,55+,9,United Kingdom,8.91,48492572,13.55,10.74,8.96,Feb,21,39
Netflix,13470,4452,4034,153,22.14,Romance,407,33.42,16294,75.79,6.85,90,97,74,52,1.59,94,3.74,25-34,20,Germany,7.39,23366055,9.75,27.5,5.72,Mar,27,74
Amazon Prime,6989,7849,3965,33,19.68,Animation,549,23.89,13951,68.24,8.76,56,92,97,88,3.45,76,4.34,55+,22,United Kingdom,7.5,7829792,12.99,28.78,13.28,Mar,11,63
Disney+,11681,9431,4225,89,10.41,Animation,1509,49.15,6515,62.21,7.86,79,73,95,86,3.73,93,3.46,18-24,13,South Korea,7.67,17106442,11.95,19.92,5.43,Dec,52,27
Disney+,4043,1454,4365,185,5.88,Action,1670,10.73,6396,65.68,8.46,88,97,70,65,3.32,70,4.98,18-24,12,Australia,7.86,62284906,10.41,25.31,10.23,Aug,23,30
Netflix,10433,2248,857,128,30.41,Horror,1614,48.51,14328,69.57,6.9,57,78,66,62,3.25,88,4.73,35-44,13,United Kingdom,7.26,66950337,13.37,24.7,15.82,Sep,49,47
Netflix,1641,7171,1596,218,5.69,Animation,1434,14.34,14123,94.75,6.5,69,81,64,87,4.44,87,4.32,45-54,31,United States,7.7,70336179,7.53,19.64,12.79,Sep,13,62
Disney+,4486,4890,2074,63,28.66,Drama,446,47.46,11014,75.8,6.29,59,97,94,92,1.6,72,3.07,55+,13,Brazil,8.33,38323238,13.28,15.54,18.42,Nov,23,53
Disney+,7260,6476,2218,150,18.08,Documentary,502,24.23,8903,86.23,8.81,81,73,88,91,1.37,99,3.44,18-24,29,France,9.0,18297630,8.16,14.87,6.62,Jul,20,55
